Payment_Date,Month,Year,Quarter,Period,Organisation_Name,Sector,Total_Amount_N,Current_Payment_N,Arrears_Balance_N,Has_Arrears,Arrears_Only,Compliance_Status,Payment_Day,Payment_Week,End_of_Month_Flag,Implied_Payroll_N
31/1/2024,January,2024,Q1,Q1-2024,Goteh Engineering Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,0.0,100000.0,1,1,ARREARS_ONLY,31,5,END_OF_MONTH,10000000.0
31/1/2024,January,2024,Q1,Q1-2024,Aduketemi Enterprises Nigeria Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,31,5,END_OF_MONTH,10000000.0
31/1/2024,January,2024,Q1,Q1-2024,Far-East Paint Luster and Ink Industry Ltd,DISTRIBUTION AND MARKETING,402350.58,215550.25,186800.33,1,0,PARTIAL_ARREARS,31,5,END_OF_MONTH,21555025.0
31/1/2024,January,2024,Q1,Q1-2024,Graced-One Nigeria Ltd,GENERAL CONTRACT,100000.0,0.0,100000.0,1,1,ARREARS_ONLY,31,5,END_OF_MONTH,10000000.0
31/1/2024,January,2024,Q1,Q1-2024,Acme Multitech Services Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,31,5,END_OF_MONTH,8000000.0
31/1/2024,January,2024,Q1,Q1-2024,Merciful Maritime Limited,MARITIME AND SHIPPING,202476.25,202476.25,0.0,0,0,FULLY_CURRENT,31,5,END_OF_MONTH,20247625.0
31/1/2024,January,2024,Q1,Q1-2024,Merciful Hightech Industries Ltd,INFORMATION TECHNOLOGY,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,31,5,END_OF_MONTH,10000000.0
31/1/2024,January,2024,Q1,Q1-2024,Premiovin Solutions Nigeria Ltd,GENERAL CONTRACT,580331.9,580331.9,0.0,0,0,FULLY_CURRENT,31,5,END_OF_MONTH,58033190.0
31/1/2024,January,2024,Q1,Q1-2024,Mabisel Trading and Construction Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",560000.0,560000.0,0.0,0,0,FULLY_CURRENT,31,5,END_OF_MONTH,56000000.0
31/1/2024,January,2024,Q1,Q1-2024,Aystrive Nigeria Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,31,5,END_OF_MONTH,8000000.0
31/1/2024,January,2024,Q1,Q1-2024,Bourbon Interoil Nigeria Limited,OIL AND GAS,24914721.74,24914721.74,0.0,0,0,FULLY_CURRENT,31,5,END_OF_MONTH,2491472174.0
31/1/2024,January,2024,Q1,Q1-2024,Weatherford Nigeria Limited (Arrears),OIL AND GAS,2363466.55,0.0,2363466.55,1,1,ARREARS_ONLY,31,5,END_OF_MONTH,236346655.0
31/1/2024,January,2024,Q1,Q1-2024,Paulazanda Nigeria Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",260000.0,260000.0,0.0,0,0,FULLY_CURRENT,31,5,END_OF_MONTH,26000000.0
31/1/2024,January,2024,Q1,Q1-2024,Ponticelli Nigeria Limited,OIL AND GAS,7383660.51,7383660.51,0.0,0,0,FULLY_CURRENT,31,5,END_OF_MONTH,738366051.0
2/2/2024,February,2024,Q1,Q1-2024,Al-Binaa Construction Nigeria,GENERAL CONTRACT,200000.0,100000.0,100000.0,1,0,PARTIAL_ARREARS,2,1,EARLY_MONTH,10000000.0
2/2/2024,February,2024,Q1,Q1-2024,Sols Engineering Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,2,1,EARLY_MONTH,8000000.0
2/2/2024,February,2024,Q1,Q1-2024,Valemy and Sunpas Int'l Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,2,1,EARLY_MONTH,8000000.0
2/2/2024,February,2024,Q1,Q1-2024,Valintegs Limited,OIL AND GAS,268423.95,268423.95,0.0,0,0,FULLY_CURRENT,2,1,EARLY_MONTH,26842395.0
5/2/2024,February,2024,Q1,Q1-2024,Virgil Projects & Engineering Services Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,5,1,EARLY_MONTH,10000000.0
5/2/2024,February,2024,Q1,Q1-2024,Primeprojects Construction Company Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,5,1,EARLY_MONTH,10000000.0
5/2/2024,February,2024,Q1,Q1-2024,N.S.P Mene Global Services & Transport Ltd,TRANSPORT AND TRAVELS,160000.0,80000.0,80000.0,1,0,PARTIAL_ARREARS,5,1,EARLY_MONTH,8000000.0
5/2/2024,February,2024,Q1,Q1-2024,Collective Power Limited,"CONSULTANCY, EDUCATION AND TRAINING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,5,1,EARLY_MONTH,8000000.0
6/2/2024,February,2024,Q1,Q1-2024,TKO Inco-Coperation Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,6,1,EARLY_MONTH,10000000.0
6/2/2024,February,2024,Q1,Q1-2024,Specialty Drilling Fluids Limited1,OIL AND GAS,4863.5,0.0,4863.5,1,1,ARREARS_ONLY,6,1,EARLY_MONTH,486350.0
6/2/2024,February,2024,Q1,Q1-2024,Hawk & Hawkins Int'l Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,6,1,EARLY_MONTH,10000000.0
6/2/2024,February,2024,Q1,Q1-2024,Teamwork Engineering Nigeria Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,6,1,EARLY_MONTH,8000000.0
6/2/2024,February,2024,Q1,Q1-2024,Specialty Drilling Fluids Limited2,OIL AND GAS,500000.0,500000.0,0.0,0,0,FULLY_CURRENT,6,1,EARLY_MONTH,50000000.0
7/2/2024,February,2024,Q1,Q1-2024,Arkad Oil & Gas Limited,OIL AND GAS,321512.3,100000.0,221512.3,1,0,PARTIAL_ARREARS,7,1,EARLY_MONTH,10000000.0
7/2/2024,February,2024,Q1,Q1-2024,JC International Limited,OIL AND GAS,2796023.6,2796023.6,0.0,0,0,FULLY_CURRENT,7,1,EARLY_MONTH,279602360.0
7/2/2024,February,2024,Q1,Q1-2024,Mmatee Integrated Services Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,7,1,EARLY_MONTH,8000000.0
7/2/2024,February,2024,Q1,Q1-2024,Giolee Global Resources Limited,OIL AND GAS,1022972.35,1022972.35,0.0,0,0,FULLY_CURRENT,7,1,EARLY_MONTH,102297235.0
8/2/2024,February,2024,Q1,Q1-2024,Kalabari Territorial Guards Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,10000000.0
8/2/2024,February,2024,Q1,Q1-2024,Benruno & Sons Services Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,10000000.0
8/2/2024,February,2024,Q1,Q1-2024,Danelec Limited1,OIL AND GAS,218913.58,218913.58,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,21891358.0
8/2/2024,February,2024,Q1,Q1-2024,Sariod Projects Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,8000000.0
8/2/2024,February,2024,Q1,Q1-2024,Henzed Services Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,8000000.0
8/2/2024,February,2024,Q1,Q1-2024,COT Engr. Oil & Gas Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,10000000.0
8/2/2024,February,2024,Q1,Q1-2024,Directed Services Limited,GENERAL CONTRACT,686933.66,126348.4,560585.26,1,0,PARTIAL_ARREARS,8,2,MID_MONTH,12634840.0
8/2/2024,February,2024,Q1,Q1-2024,Keves Global Leasing Limited,GENERAL CONTRACT,116344.07,116344.07,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,11634407.0
8/2/2024,February,2024,Q1,Q1-2024,Naval Shipyard Limited,MARITIME AND SHIPPING,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,10000000.0
8/2/2024,February,2024,Q1,Q1-2024,Sapphire Health Systems Limited,HOSPITAL AND MATERNITY,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,8000000.0
8/2/2024,February,2024,Q1,Q1-2024,Japeils Compression Nig Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,8000000.0
8/2/2024,February,2024,Q1,Q1-2024,Sudelettra Nigeria Limited,OIL AND GAS,1534803.87,1534803.87,0.0,0,0,FULLY_CURRENT,8,2,MID_MONTH,153480387.0
9/2/2024,February,2024,Q1,Q1-2024,Afriropes Ltd,GENERAL CONTRACT,300000.0,100000.0,200000.0,1,0,PARTIAL_ARREARS,9,2,MID_MONTH,10000000.0
9/2/2024,February,2024,Q1,Q1-2024,Eliscomas International Company Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,9,2,MID_MONTH,8000000.0
9/2/2024,February,2024,Q1,Q1-2024,Gosh Concretes and Allied Products Ltd,GENERAL CONTRACT,180000.0,90000.0,90000.0,1,0,PARTIAL_ARREARS,9,2,MID_MONTH,9000000.0
9/2/2024,February,2024,Q1,Q1-2024,Belavid Nigeria Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,9,2,MID_MONTH,8000000.0
9/2/2024,February,2024,Q1,Q1-2024,Sagbens Global Resources Limited,MARITIME AND SHIPPING,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,9,2,MID_MONTH,10000000.0
9/2/2024,February,2024,Q1,Q1-2024,Blahd Services Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,9,2,MID_MONTH,8000000.0
9/2/2024,February,2024,Q1,Q1-2024,Spot Projects Developers Company Limited,"CONSULTANCY, EDUCATION AND TRAINING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,9,2,MID_MONTH,8000000.0
9/2/2024,February,2024,Q1,Q1-2024,Afritech Assets Consults Limited,"CONSULTANCY, EDUCATION AND TRAINING",100000.0,0.0,100000.0,1,1,ARREARS_ONLY,9,2,MID_MONTH,10000000.0
9/2/2024,February,2024,Q1,Q1-2024,Schirone Farms Nigeria Limited,AGRIC BUSINESS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,9,2,MID_MONTH,10000000.0
9/2/2024,February,2024,Q1,Q1-2024,Schirone Oil and Gas Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,9,2,MID_MONTH,10000000.0
9/2/2024,February,2024,Q1,Q1-2024,Schirone Construction Company Nigeria Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,9,2,MID_MONTH,10000000.0
9/2/2024,February,2024,Q1,Q1-2024,Ceetep Global Services Limited,"CONSULTANCY, EDUCATION AND TRAINING",300000.0,100000.0,200000.0,1,0,PARTIAL_ARREARS,9,2,MID_MONTH,10000000.0
9/2/2024,February,2024,Q1,Q1-2024,Bridgsite Nigeria Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",528730.68,528730.68,0.0,0,0,FULLY_CURRENT,9,2,MID_MONTH,52873068.0
9/2/2024,February,2024,Q1,Q1-2024,Fortune Energy and Engineering Company Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",251601.8,251601.8,0.0,0,0,FULLY_CURRENT,9,2,MID_MONTH,25160180.0
9/2/2024,February,2024,Q1,Q1-2024,COT Engineering Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",300000.0,100000.0,200000.0,1,0,PARTIAL_ARREARS,9,2,MID_MONTH,10000000.0
12/2/2024,February,2024,Q1,Q1-2024,Botmot Nigeria Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,8000000.0
12/2/2024,February,2024,Q1,Q1-2024,Josim Engineering Company Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,8000000.0
12/2/2024,February,2024,Q1,Q1-2024,Shaton Engineering Company Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,8000000.0
12/2/2024,February,2024,Q1,Q1-2024,Sugos Nigeria Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,8000000.0
12/2/2024,February,2024,Q1,Q1-2024,Reveille Oil & Gas Services Nigeria Ltd,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,10000000.0
12/2/2024,February,2024,Q1,Q1-2024,Hydrcharting Nigeria Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,8000000.0
12/2/2024,February,2024,Q1,Q1-2024,Trizech Energy Services Ltd,OIL AND GAS,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,8000000.0
12/2/2024,February,2024,Q1,Q1-2024,Tografa Nigeria Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,10000000.0
12/2/2024,February,2024,Q1,Q1-2024,Eleking W.W Services Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,8000000.0
12/2/2024,February,2024,Q1,Q1-2024,AOS Orwell Limited,OIL AND GAS,13031522.53,13031522.53,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,1303152253.0
12/2/2024,February,2024,Q1,Q1-2024,Rossy Integrated Services Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,10000000.0
12/2/2024,February,2024,Q1,Q1-2024,AB-Fabai Services Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,8000000.0
12/2/2024,February,2024,Q1,Q1-2024,Tim Kellz Global Machineries Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,12,2,MID_MONTH,8000000.0
13/2/2024,February,2024,Q1,Q1-2024,Kohasa Engineering Company Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",4500000.0,4500000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,450000000.0
13/2/2024,February,2024,Q1,Q1-2024,Micamadon Oil and Gas Services Ltd,OIL AND GAS,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,8000000.0
13/2/2024,February,2024,Q1,Q1-2024,Cathodic Corrosion Technologies Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,8000000.0
13/2/2024,February,2024,Q1,Q1-2024,Broadlog Support Services Ltd,GENERAL CONTRACT,284761.05,284761.05,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,28476105.0
13/2/2024,February,2024,Q1,Q1-2024,Ensco Oil & Gas Ltd,OIL AND GAS,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,8000000.0
13/2/2024,February,2024,Q1,Q1-2024,Eminad (Nigeria) Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,10000000.0
13/2/2024,February,2024,Q1,Q1-2024,Everpraise Technologies Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",143917.82,131231.41,12686.41,1,0,PARTIAL_ARREARS,13,2,MID_MONTH,13123141.0
13/2/2024,February,2024,Q1,Q1-2024,Pheet Energy Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,10000000.0
13/2/2024,February,2024,Q1,Q1-2024,Skymariland Global Services Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,13,2,MID_MONTH,10000000.0
13/2/2024,February,2024,Q1,Q1-2024,Bacfas International Services Limited,GENERAL CONTRACT,240000.0,100000.0,140000.0,1,0,PARTIAL_ARREARS,13,2,MID_MONTH,10000000.0
14/2/2024,February,2024,Q1,Q1-2024,Precious Farotade Nigeria Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,14,2,MID_MONTH,8000000.0
14/2/2024,February,2024,Q1,Q1-2024,Bluemalc Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,14,2,MID_MONTH,10000000.0
14/2/2024,February,2024,Q1,Q1-2024,Perennial Oil & Gas Limited,OIL AND GAS,200000.0,100000.0,100000.0,1,0,PARTIAL_ARREARS,14,2,MID_MONTH,10000000.0
14/2/2024,February,2024,Q1,Q1-2024,Drillquest Energy Services Limited,OIL AND GAS,600000.0,100000.0,500000.0,1,0,PARTIAL_ARREARS,14,2,MID_MONTH,10000000.0
14/2/2024,February,2024,Q1,Q1-2024,Perennial Global Services Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",200000.0,100000.0,100000.0,1,0,PARTIAL_ARREARS,14,2,MID_MONTH,10000000.0
14/2/2024,February,2024,Q1,Q1-2024,Nics Inspection Consultancy Services Limited,"CONSULTANCY, EDUCATION AND TRAINING",160000.0,80000.0,80000.0,1,0,PARTIAL_ARREARS,14,2,MID_MONTH,8000000.0
14/2/2024,February,2024,Q1,Q1-2024,Bazau Resources Limited,GENERAL CONTRACT,105403.2,105403.2,0.0,0,0,FULLY_CURRENT,14,2,MID_MONTH,10540320.0
14/2/2024,February,2024,Q1,Q1-2024,Niger Delta Engineering Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,14,2,MID_MONTH,10000000.0
15/2/2024,February,2024,Q1,Q1-2024,Aenio Konsults Ltd,GENERAL CONTRACT,160000.0,80000.0,80000.0,1,0,PARTIAL_ARREARS,15,3,MID_MONTH,8000000.0
15/2/2024,February,2024,Q1,Q1-2024,Watergate Technical Services Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,15,3,MID_MONTH,10000000.0
15/2/2024,February,2024,Q1,Q1-2024,Waterfield Energy Ltd,OIL AND GAS,140000.0,80000.0,60000.0,1,0,PARTIAL_ARREARS,15,3,MID_MONTH,8000000.0
15/2/2024,February,2024,Q1,Q1-2024,Kilographik Global Services Ltd,GENERAL CONTRACT,209838.75,209838.75,0.0,0,0,FULLY_CURRENT,15,3,MID_MONTH,20983875.0
15/2/2024,February,2024,Q1,Q1-2024,Chris and Sons International Limited,GENERAL CONTRACT,300000.0,100000.0,200000.0,1,0,PARTIAL_ARREARS,15,3,MID_MONTH,10000000.0
15/2/2024,February,2024,Q1,Q1-2024,Virgin Links Nigeria Limited,GENERAL CONTRACT,384492.0,129520.0,254972.0,1,0,PARTIAL_ARREARS,15,3,MID_MONTH,12952000.0
15/2/2024,February,2024,Q1,Q1-2024,Goteh Construction Company Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,15,3,MID_MONTH,8000000.0
15/2/2024,February,2024,Q1,Q1-2024,Nanisco Engineering Services Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,15,3,MID_MONTH,10000000.0
16/2/2024,February,2024,Q1,Q1-2024,BBTM Integrated Global Resources Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,10000000.0
16/2/2024,February,2024,Q1,Q1-2024,Amosco Inspection Services Nigeria Limited,GENERAL CONTRACT,505265.0,505265.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,50526500.0
16/2/2024,February,2024,Q1,Q1-2024,Tesap Skye Global Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,10000000.0
16/2/2024,February,2024,Q1,Q1-2024,Fyne Chima Ogolo and Company Ltd,GENERAL CONTRACT,70000.0,70000.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,7000000.0
16/2/2024,February,2024,Q1,Q1-2024,Clout Broad Nigeria Ltd,"CONSULTANCY, EDUCATION AND TRAINING",358056.59,0.0,0.0,0,1,ARREARS_ONLY,16,3,MID_MONTH,35805659.0
16/2/2024,February,2024,Q1,Q1-2024,Clout Broad Nigeria Limited1,"CONSULTANCY, EDUCATION AND TRAINING",355104.89,0.0,0.0,0,1,ARREARS_ONLY,16,3,MID_MONTH,35510489.0
16/2/2024,February,2024,Q1,Q1-2024,Nensosen Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,10000000.0
16/2/2024,February,2024,Q1,Q1-2024,Foisi Global Investment Int'l Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,10000000.0
16/2/2024,February,2024,Q1,Q1-2024,Oceansands Prospecting Nigeria Limited,OIL AND GAS,221007.46,143281.0,77726.46,1,0,PARTIAL_ARREARS,16,3,MID_MONTH,14328100.0
16/2/2024,February,2024,Q1,Q1-2024,Nubik Reality Resources Limited,MANUFACTURING,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,8000000.0
16/2/2024,February,2024,Q1,Q1-2024,Exact and Prompt Nigeria Limited,GENERAL CONTRACT,70000.0,70000.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,7000000.0
16/2/2024,February,2024,Q1,Q1-2024,SSI Global Logistics Limited,DISTRIBUTION AND MARKETING,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,8000000.0
16/2/2024,February,2024,Q1,Q1-2024,Mabisel Trading and Construction Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",404805.78,34869.09,369936.69,1,0,PARTIAL_ARREARS,16,3,MID_MONTH,3486909.0
16/2/2024,February,2024,Q1,Q1-2024,Permel Nigeria Company Limited,OIL AND GAS,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,10000000.0
16/2/2024,February,2024,Q1,Q1-2024,Ossaelvic Avicel Nigeria Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,10000000.0
16/2/2024,February,2024,Q1,Q1-2024,Kaymasters Nigeria Limited,GENERAL CONTRACT,211432.65,211432.65,0.0,0,0,FULLY_CURRENT,16,3,MID_MONTH,21143265.0
19/2/2024,February,2024,Q1,Q1-2024,West End Limited,OIL AND GAS,688985.42,688985.42,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,68898542.0
19/2/2024,February,2024,Q1,Q1-2024,Candix Engr. Fact Nig Limited,"BUILDING, CONSTRUCTION AND ENGINEERING",85000.0,85000.0,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,8500000.0
19/2/2024,February,2024,Q1,Q1-2024,WT Petrotech Nigeria Limited,OIL AND GAS,164448.78,164448.78,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,16444878.0
19/2/2024,February,2024,Q1,Q1-2024,Weltek Limited,OIL AND GAS,1662958.44,1662958.44,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,166295844.0
19/2/2024,February,2024,Q1,Q1-2024,Star-Ray Limited,GENERAL CONTRACT,119546.21,119546.21,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,11954621.0
19/2/2024,February,2024,Q1,Q1-2024,Omo-Oria Oil Services Limited,OIL AND GAS,433930.0,433930.0,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,43393000.0
19/2/2024,February,2024,Q1,Q1-2024,ASCNL Energies Nig Ltd,OIL AND GAS,363784.8,125296.5,238488.3,1,0,PARTIAL_ARREARS,19,3,MID_MONTH,12529650.0
19/2/2024,February,2024,Q1,Q1-2024,Rhematech Projects Limited,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,10000000.0
19/2/2024,February,2024,Q1,Q1-2024,Segofs Energy Services Limited,OIL AND GAS,296379.77,0.0,296379.77,1,1,ARREARS_ONLY,19,3,MID_MONTH,29637977.0
19/2/2024,February,2024,Q1,Q1-2024,Segofs Energy Services Limited1,OIL AND GAS,253620.23,253620.23,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,25362023.0
19/2/2024,February,2024,Q1,Q1-2024,Abduganas Limited,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,8000000.0
19/2/2024,February,2024,Q1,Q1-2024,Mefgon Tech Nig Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",270000.0,90000.0,180000.0,1,0,PARTIAL_ARREARS,19,3,MID_MONTH,9000000.0
19/2/2024,February,2024,Q1,Q1-2024,Gusso Integrated Services Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,10000000.0
19/2/2024,February,2024,Q1,Q1-2024,Embeco Nigeria Ltd,GENERAL CONTRACT,109050.0,109050.0,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,10905000.0
19/2/2024,February,2024,Q1,Q1-2024,Putag Industrial Tips Int'l Ltd,GENERAL CONTRACT,100000.0,100000.0,0.0,0,0,FULLY_CURRENT,19,3,MID_MONTH,10000000.0
20/2/2024,February,2024,Q1,Q1-2024,Fracrock Solutions Limited,"CONSULTANCY, EDUCATION AND TRAINING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,20,3,MID_MONTH,10000000.0
20/2/2024,February,2024,Q1,Q1-2024,UAV Global Integrated Concept Ltd,"CONSULTANCY, EDUCATION AND TRAINING",90000.0,90000.0,0.0,0,0,FULLY_CURRENT,20,3,MID_MONTH,9000000.0
20/2/2024,February,2024,Q1,Q1-2024,Gianodavik Multi-Global Services Ltd,GENERAL CONTRACT,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,20,3,MID_MONTH,8000000.0
20/2/2024,February,2024,Q1,Q1-2024,Baalak Technical Services Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",80000.0,80000.0,0.0,0,0,FULLY_CURRENT,20,3,MID_MONTH,8000000.0
20/2/2024,February,2024,Q1,Q1-2024,Techniques International Corporations Nig. Ltd,GENERAL CONTRACT,479662.19,479662.19,0.0,0,0,FULLY_CURRENT,20,3,MID_MONTH,47966219.0
20/2/2024,February,2024,Q1,Q1-2024,Bonsec Engineering and Marine Services Ltd,"BUILDING, CONSTRUCTION AND ENGINEERING",100000.0,100000.0,0.0,0,0,FULLY_CURRENT,20,3,MID_MONTH,10000000.0
21/2/2024,February,2024,Q1,Q1-2024,YNSYNK Nigeria Limited,GENERAL CONTRACT,112346.34,0.0,112346.34,1,1,ARREARS_ONLY,21,3,MID_MONTH,11234634.0
21/2/2024,February,2024,Q1,Q1-2024,YNSYNK Nigeria Limited1,GENERAL CONTRACT,608360.05,608360.05,0.0,0,0,FULLY_CURRENT,21,3,MID_MONTH,60836005.0
21/2/2024,February,2024,Q1,Q1-2024,Ace Energy and Power Solution Limited,OIL AND GAS,80000.0,80000.0,0.0,0,0,FULLY_CURRENT,21,3,MID_MONTH,8000000.0
